省份,流域,断面名称,监测时间,水质类别,水温<br/><span class='unit'>(℃)</span>,pH<br/><span class='unit'>(无量纲)</span>,溶解氧<br/><span class='unit'>(mg/L)</span>,电导率<br/><span class='unit'>(μS/cm)</span>,浊度<br/><span class='unit'>(NTU)</span>,高锰酸盐指数<br/><span class='unit'>(mg/L)</span>,氨氮<br/><span class='unit'>(mg/L)</span>,总磷<br/><span class='unit'>(mg/L)</span>,总氮<br/><span class='unit'>(mg/L)</span>,叶绿素α<br/><span class='unit'>(mg/L)</span>,藻密度<br/><span class='unit'>(cells/L)</span>,站点情况
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:滨海新区&#10;所属河流:蓟运河'>蓟运河防潮闸</span>,11-04 20:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.1247'>15.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.2631'>8.26</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.0148'>10.01</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1474.937'>1474.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：13.695'>13.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.67'>7.67</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1559'>0.156</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.052'>0.052</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.1762'>3.18</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:滨海新区&#10;所属河流:青静黄排水渠'>青静黄防潮闸</span>,11-04 20:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.19'>15.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.583'>8.58</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：16.084'>16.08</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4704.2'>4704.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：30.7524'>30.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.094'>8.09</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0537'>0.054</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0664'>0.066</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.192'>4.19</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:滨海新区&#10;所属河流:子牙新河'>马棚口防潮闸</span>,11-04 20:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.25'>15.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.0297'>8.03</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.562'>9.56</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1717.7'>1717.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：136.4976'>136.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.3901'>4.39</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.068'>0.068</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.5724'>6.57</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:静海区&#10;所属河流:青静黄排水渠'>团瓢桥</span>,11-04 16:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.2544'>13.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.76'>7.76</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.9957'>5.00</span>,<span data-toggle='tooltip' data-placement='right' title='极值过滤'>--</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.6227'>9.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.092906'>5.09</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1641433'>0.164</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1748358'>0.175</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.142296'>5.14</span>,*,*,维护
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:于桥水库'>于桥水库库中心</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.12'>13.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.92'>7.92</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.54'>8.54</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：544.96'>545.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.64'>3.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.474'>3.47</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.3378'>0.338</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0196'>0.020</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.687'>3.69</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.00894'>0.009</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.402507E+07'>34025070</span>,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:引滦天津河'>于桥水库出口</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.98'>14.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.064852'>8.06</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.449665'>8.45</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：507.261'>507.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.935307'>5.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：2.771'>2.77</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.3091'>0.309</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.03181'>0.032</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.8651'>3.87</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:黎河'>黎河桥</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：11.602'>11.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.842'>7.84</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.1'>10.10</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：756.9'>756.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：22.29'>22.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.31'>1.31</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.048'>0.048</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.048'>0.048</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：11.734'>11.73</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:沙河'>沙河桥</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.03'>13.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.683'>7.68</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.233'>9.23</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：732.5'>732.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：13.2'>13.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.06'>1.06</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.085'>0.085</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.043'>0.043</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：12.132'>12.13</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:果河'>果河桥</span>,11-04 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.7'>12.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.01'>8.01</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.9'>9.90</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：751.371'>751.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.8'>3.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.13'>1.13</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.31'>0.310</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.045'>0.045</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：11.94'>11.94</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:州河'>西屯桥</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.71'>13.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.9824'>7.98</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.4792'>8.48</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：539.25'>539.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：22.7172'>22.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.55'>3.55</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.184'>0.184</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.05'>0.050</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.383'>3.38</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:滹沱河'>岗南水库</span>,11-04 08:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：18.48608'>18.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.34073'>8.34</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.06222'>9.06</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：508.1433'>508.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.00972'>4.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.07963'>3.08</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.01642'>0.016</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.34817'>4.35</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:滹沱河'>下槐镇</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.29'>12.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.67'>8.67</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.7352'>10.74</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：637.236'>637.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：48.103'>48.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.1637'>1.16</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.02999'>0.030</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.3136'>4.31</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:绵河'>地都</span>,11-04 16:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：16'>16.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.02097'>8.02</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.9229'>8.92</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1455.425'>1455.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：57.97014'>58.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.73023'>1.73</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.64294'>0.643</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.12694'>0.127</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.20577'>7.21</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:绵河-冶河'>平山桥</span>,11-04 20:00,Ⅰ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.65'>15.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.6204'>8.62</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.7396'>10.74</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1081.045'>1081.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.0917'>9.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.4729'>1.47</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.01557'>0.016</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.0875'>9.09</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:石津总干渠'>兆通</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：17.49'>17.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.936'>8.94</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.704'>10.70</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：264.55'>264.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.51'>1.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：2.0695'>2.07</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0356'>0.036</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.011'>0.011</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.6678'>1.67</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:洨河'>大石桥</span>,11-04 20:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：17.69'>17.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.003'>8.00</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.702'>7.70</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1154.17'>1154.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：24.69'>24.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.425'>5.42</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.526'>0.526</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.228'>0.228</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.6219'>8.62</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:滦河'>大黑汀水库</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：14.96'>15.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.968874'>7.97</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.560131'>8.56</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：567.549'>567.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.892381'>5.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：2.401'>2.40</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0411'>0.041</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.9111'>5.91</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:陡河'>涧河口</span>,11-04 20:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：11.94'>11.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.03965'>8.04</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.322313'>6.32</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1018.915'>1018.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：14.75422'>14.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.541'>3.54</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1051'>0.105</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.1181'>7.12</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:还乡河'>丰北闸</span>,11-04 20:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.21'>12.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.281119'>8.28</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：14.07306'>14.07</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1511.345'>1511.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.36845'>8.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.741'>4.74</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0801'>0.080</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1021'>0.102</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.1221'>3.12</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:滦河'>滦县大桥</span>,11-04 20:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.37'>13.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.15411'>8.15</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.05669'>10.06</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：550.244'>550.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：13.65752'>13.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.931'>1.93</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0441'>0.044</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.1401'>6.14</span>,*,*,正常
