省份,流域,断面名称,监测时间,水质类别,水温<br/><span class='unit'>(℃)</span>,pH<br/><span class='unit'>(无量纲)</span>,溶解氧<br/><span class='unit'>(mg/L)</span>,电导率<br/><span class='unit'>(μS/cm)</span>,浊度<br/><span class='unit'>(NTU)</span>,高锰酸盐指数<br/><span class='unit'>(mg/L)</span>,氨氮<br/><span class='unit'>(mg/L)</span>,总磷<br/><span class='unit'>(mg/L)</span>,总氮<br/><span class='unit'>(mg/L)</span>,叶绿素α<br/><span class='unit'>(mg/L)</span>,藻密度<br/><span class='unit'>(cells/L)</span>,站点情况
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:滨海新区&#10;所属河流:蓟运河'>蓟运河防潮闸</span>,11-05 16:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：14.9348'>14.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.2584'>8.26</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.6498'>9.65</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1445.487'>1445.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：23.1403'>23.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.835'>7.84</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1521'>0.152</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.057'>0.057</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.1498'>3.15</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:滨海新区&#10;所属河流:青静黄排水渠'>青静黄防潮闸</span>,11-05 16:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：14.88'>14.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.14'>8.14</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.476'>10.48</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5698.8'>5698.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：50.986'>51.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.978'>7.98</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0683'>0.068</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.066'>0.066</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.517'>3.52</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:滨海新区&#10;所属河流:子牙新河'>马棚口防潮闸</span>,11-05 16:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.39'>15.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.0129'>8.01</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.6777'>9.68</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1695.3'>1695.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：38.8897'>38.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.0012'>5.00</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.094'>0.094</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0576'>0.058</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.5634'>6.56</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:静海区&#10;所属河流:青静黄排水渠'>团瓢桥</span>,11-05 16:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.2937'>13.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.81'>7.81</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.4728'>5.47</span>,<span data-toggle='tooltip' data-placement='right' title='极值过滤'>--</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.508'>10.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.077186'>5.08</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1772182'>0.177</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.2153294'>0.215</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.817091'>4.82</span>,*,*,维护
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:于桥水库'>于桥水库库中心</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.37'>13.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.95'>7.95</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.666'>8.67</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：545.81'>545.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.02'>3.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.389'>3.39</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.3575'>0.358</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0189'>0.019</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.733'>3.73</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.00663'>0.007</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.352169E+07'>33521690</span>,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:引滦天津河'>于桥水库出口</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.99'>14.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.13562'>8.14</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.896858'>8.90</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：507.513'>507.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.524106'>5.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：2.701'>2.70</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.3321'>0.332</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.03661'>0.037</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.8811'>3.88</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:黎河'>黎河桥</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：11.945'>11.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.89'>7.89</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：11.08'>11.08</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：754.6'>754.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：22.43'>22.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.31'>1.31</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.049'>0.049</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.05'>0.050</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：11.985'>11.98</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:沙河'>沙河桥</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.04'>13.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.585'>7.58</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.319'>9.32</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：728.77'>728.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：14.1'>14.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.11'>1.11</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.096'>0.096</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.042'>0.042</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：12.759'>12.76</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:果河'>果河桥</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.9'>12.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.99'>7.99</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.917'>9.92</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：751.325'>751.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4'>4.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.99'>0.99</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.3'>0.300</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.046'>0.046</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：11.91'>11.91</span>,*,*,正常
天津市,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:蓟州区&#10;所属河流:州河'>西屯桥</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.55'>13.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.9907'>7.99</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.9386'>8.94</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：538.27'>538.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：24.4447'>24.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.63'>3.63</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.21'>0.210</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.051'>0.051</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.366'>3.37</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:滹沱河'>岗南水库</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：18.82276'>18.8</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.3479'>8.35</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.53493'>6.53</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：507.4724'>507.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.55382'>3.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.12412'>3.12</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.01629'>0.016</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.32726'>4.33</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:滹沱河'>下槐镇</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.18'>12.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.642'>8.64</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：10.6484'>10.65</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：638.515'>638.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：39.3302'>39.3</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.8996'>0.90</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.02578'>0.026</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.1791'>4.18</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:绵河'>地都</span>,11-05 16:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.12'>15.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.01494'>8.01</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.70379'>8.70</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1566.401'>1566.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：39.08147'>39.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.67844'>1.68</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.63574'>0.636</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.08389'>0.084</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.45607'>7.46</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:绵河-冶河'>平山桥</span>,11-05 16:00,Ⅰ,<span data-toggle='tooltip' data-placement='right' title='原始值：15.36'>15.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.6767'>8.68</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：13.0641'>13.06</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1131.222'>1131.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.3664'>8.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.5001'>1.50</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.01746'>0.017</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.1999'>9.20</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:石津总干渠'>兆通</span>,,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:石家庄市&#10;所属河流:洨河'>大石桥</span>,11-05 16:00,Ⅳ,<span data-toggle='tooltip' data-placement='right' title='原始值：17.437'>17.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.885'>7.88</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.845'>6.84</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1153.21'>1153.2</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：26.56'>26.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.683'>5.68</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.5567'>0.557</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.2305'>0.230</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.0114'>8.01</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:滦河'>大黑汀水库</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：14.98'>15.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.998647'>8.00</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.957193'>8.96</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：567.486'>567.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.748663'>4.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：2.471'>2.47</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0441'>0.044</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：5.9061'>5.91</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:陡河'>涧河口</span>,11-05 16:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.05'>12.0</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.98636'>7.99</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.60765'>6.61</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1032.683'>1032.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：12.05619'>12.1</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：3.561'>3.56</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.1191'>0.119</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：7.3461'>7.35</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:还乡河'>丰北闸</span>,11-05 16:00,Ⅲ,<span data-toggle='tooltip' data-placement='right' title='原始值：12.47'>12.5</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.211584'>8.21</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：12.45118'>12.45</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1477.669'>1477.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.628361'>9.6</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：4.531'>4.53</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0851'>0.085</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0961'>0.096</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：2.9581'>2.96</span>,*,*,正常
河北省,海河流域,<span data-toggle='tooltip' data-placement='right' title='所在地市:唐山市&#10;所属河流:滦河'>滦县大桥</span>,11-05 16:00,Ⅱ,<span data-toggle='tooltip' data-placement='right' title='原始值：13.45'>13.4</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：8.100428'>8.10</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：9.953622'>9.95</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：552.745'>552.7</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：16.86747'>16.9</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：1.961'>1.96</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.025'>0.025</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：0.0441'>0.044</span>,<span data-toggle='tooltip' data-placement='right' title='原始值：6.1041'>6.10</span>,*,*,正常
